Title,Description,Price,rating,material
        Camper Women's Right Nina Mary Jane Flat       ,"

   Product description    
 This Camper iconic ballerina Right is very flexible and comfortable due to its soft uppers and the glove construction. It offers an alternative to ordinary ballerinas adding a fun design. It is a chameleonic basic for women.   



 
 ","  £89.78£89.78 - £130.86£130.86  





 


 





",4.3 out of 5 stars,"  
Material composition 
  
85 % Leather 15 % Fabric 
 "
