Title,Price,condition,delivery,Material,Model,size,MPN
 VIZ-PRO Magnetic Dry Erase Board Whiteboard Home Office School Marker Board,US $59.90,"ConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. See all condition definitionsopens in a new window or tab ","Delivery:Estimated between Thu, Mar 28 and Sat, Mar 30 to 57225 Delivery time is estimated using our proprietary method which is based on the buyer's proximity to the item location, the shipping service selected, the seller's shipping history, and other factors. Delivery times may vary, especially during peak periods. ",Board MaterialAluminum,ModelMagnetic,"Board Size18 x12, 24 x 18, 36 x 24, 40 x 30, 48 x 24, 48 x36",MPNB08GPL9NBZ
