Title,Description,Price,Brand,Model,Memory,Color,Component
"        iPhone 12, 6.1 Inches,Smartphone,Fully Unlocked,Like New,With Original Packaging (White, 64GB)       ","   Product description    
 iPhone 12 comes with a 6.1-inch OLED display, 5nm A14 Bionic processor, and a dual-camera setup with a large sensor. 5G and Face ID are also standard features along with True Tone support for adjusting the white balance to the ambient lighting, and wide color support for true-to-life colors. The iPhone 12 is available in six different colors: White, Black, , (PRODUCT)RED, Purple, Blue and Green.   



",315.,Brand: Generic,  Model name   iPhone 12  ,  Memory storage capacity   256 GB  ,  Colour   White  ,  Included components   USB OTG Adapter  
