title,description,price,brand
"        VXDAS OBD2 Scanner Car Diagnostic Scan Tool Check Engine Light Universal OBDII Code Reader, Smog Check of All CAN Fault Car After 1996       ","  VXDAS NT210, an affordable but performance good economic diagnostic device,featuring codes reading/clearing, the check engine light turning off, I/M readiness status checking, freeze frame data viewing and vehicle identification number retrieving, is truly the ultimate must-have OBD2 code reader in efficiency and affordability for beginners looking for a fast and accurate solution to partial of engine and AT systems.  ",£25.78,VXDAS
