,title,price,shiping,delivery,brand,OS,GPU,brand_size
0,"
Lenovo IdeaPad Pro 5i,
                                                        16″, i5-13500H, 16 GB, 1 TB SSD, RTX 3050, 120Hz,
                                                        Laptop","
US
                                                                $699.99","




Shipping:






Free Standard
                                                                                        Shipping.
                                                                                    See
                                                                                            detailsfor
                                                                                                shipping


Located
                                                                                        in: Whitsett, North Carolina,
                                                                                        United
                                                                                        States




","




Delivery:






Estimated
                                                                                            between
                                                                                        Thu,
                                                                                            Mar
                                                                                            28 and
                                                                                        Sat,
                                                                                            Mar
                                                                                            30 to
                                                                                        57225





                                                                                                                                    Delivery
                                                                                                                                    time
                                                                                                                                    is
                                                                                                                                    estimated
                                                                                                                                    using
                                                                                                                                    our
                                                                                                                                    proprietary
                                                                                                                                    method
                                                                                                                                    which
                                                                                                                                    is
                                                                                                                                    based
                                                                                                                                    on
                                                                                                                                    the
                                                                                                                                    buyer's
                                                                                                                                    proximity
                                                                                                                                    to
                                                                                                                                    the
                                                                                                                                    item
                                                                                                                                    location,
                                                                                                                                    the
                                                                                                                                    shipping
                                                                                                                                    service
                                                                                                                                    selected,
                                                                                                                                    the
                                                                                                                                    seller's
                                                                                                                                    shipping
                                                                                                                                    history,
                                                                                                                                    and
                                                                                                                                    other
                                                                                                                                    factors.
                                                                                                                                    Delivery
                                                                                                                                    times
                                                                                                                                    may
                                                                                                                                    vary,
                                                                                                                                    especially
                                                                                                                                    during
                                                                                                                                    peak
                                                                                                                                    periods.
                                                                                                                                










","



Brand






Lenovo



","



Operating
                                                                                                            System






Windows
                                                                                                            11
                                                                                                            Home



","



GPU






NVIDIA
                                                                                                            GeForce RTX
                                                                                                            3050 Laptop
                                                                                                            GPU 6GB
                                                                                                            GDDR6



","



RAM
                                                                                                            Size






16GB



"
