Pages,Size,Language
"['599', '217', '399', '210', '212', '363', '165', '240', '758', '321', '442', '231', '232', '758', '363', '303', '0', '0', '0', '325', '0', '325', '278', '180', '266']","['4 Mb', '2 Mb', '978 Kb', '2 Mb', '4 Mb', '4 Mb', '3 Mb', '2 Mb', '4 Mb', '4 Mb', '4 Mb', '1 Mb', '903 Kb', '4 Mb', '10 Mb', '3 Mb', '3 Mb', '2 Mb', '614 Kb', '1 Mb', '2 Mb', '2 Mb', '2 Mb', '2 Mb', '2 Mb']","['Russian', 'Russian', 'Russian', 'English', 'English', 'English', 'English', 'English', 'English', 'English', 'English', 'German', 'English', 'English', 'English', 'English', 'Russian', 'Russian', 'Russian', 'English', 'Russian', 'English', 'English', 'English', 'English']"
